Pay Item,Description,Quantity,Unit,Unit Price,Bid Date,Bidder Name,ProjectID,Job Size,Job Desc,County,Region,Pos,Extension,Bidder2Name,Bidder3Name,Bidder2Total,Bidder3Total,JobFederalID,StateID
302-06464,SUBBASE FOR PCCP,50.0,C.Y.,125.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,6250.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
302-07455,DENSE GRADED SUBBASE,8.0,C.Y.,200.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1600.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
303-01180,"COMPACTED AGGREGATE, NO. 53",148.0,TON,75.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,11100.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-07322,"QC/QA-HMA, 3, 64, SURFACE, 9.5 mm",156.0,TON,149.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,23244.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-07372,"QC/QA-HMA, 3, 64, INTERMEDIATE, 12.5 mm",259.0,TON,124.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,32116.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
306-08043,"MILLING, TRANSITION",317.0,S.Y.,20.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,6340.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-10259,"JOINT ADHESIVE, INTERMEDIATE",912.0,L.F.,3.2,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,2918.4,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-10258,"JOINT ADHESIVE, SURFACE",1164.0,L.F.,2.5,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,2910.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
401-11785,LIQUID ASPHALT SEALANT,1164.0,L.F.,0.4,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,465.6,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
406-05521,ASPHALT FOR TACK COAT,1662.0,S.Y.,0.9,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1495.8,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-09146,"IMPACT ATTENUATOR, CR1, W1, TL-2",1.0,EACH,39425.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,39425.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-12292,GUARDRAIL MGS TRANSITION WITHOUT CURB,2.0,EACH,3772.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,7544.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-01942,"GUARDRAIL CONNECTOR SYSTEM, W-BEAM, CURVED, MODIFIED, 17 FT RADIUS",1.0,EACH,3654.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,3654.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-02241,"GUARDRAIL, REMOVE",259.0,L.F.,16.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,4144.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-01522,"GUARDRAIL, TRANSITION TYPE TGB",1.0,EACH,4217.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,4217.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
602-06729,BARRIER DELINEATOR,4.0,EACH,32.55,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,130.2,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
601-94689,"GUARDRAIL END TREATMENT, OS",2.0,EACH,3635.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,7270.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
605-06150,"CURB AND GUTTER, C, CONCRETE",313.0,L.F.,43.15,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,13505.95,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
615-06490,RIGHT OF WAY MARKER,8.0,EACH,182.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1456.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
611-08232,"MAILBOX ASSEMBLY, SINGLE, RESET",3.0,EACH,419.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1257.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
609-06259,REINFORCED CONCRETE BRIDGE APPROACH 12 IN,200.0,S.Y.,164.34,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,32868.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
610-07487,"HMA FOR APPROACHES, TYPE B",24.0,TON,211.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,5064.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
610-08446,"PCCP FOR APPROACHES, 6 IN",44.0,S.Y.,103.2,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,4540.8,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
615-06505,"MONUMENT, B",3.0,EACH,1030.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,3090.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
616-06405,"RIPRAP, REVETMENT",397.0,TON,100.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,39700.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
616-12246,GEOTEXTILE FOR RIPRAP TYPE 1A,502.0,SYS,4.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,2008.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
621-06559,"MULCHED SEEDING, R",2600.0,S.Y.,2.42,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,6292.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
621-01004,MOBILIZATION AND DEMOBILIZATION FOR SEEDING,2.0,EACH,425.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,850.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
628-09403,"FIELD OFFICE, C",8.0,MONTH,2800.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,22400.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
621-06574,SODDING,429.0,S.Y.,18.7,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,8022.3,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-06011,DYNAMIC PILE LOAD TEST,2.0,EACH,8500.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,17000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09557,"TEST PILE, DYNAMIC, PRODUCTION",142.0,L.F.,40.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,5680.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
628-11976,COMPUTER SYSTEM EQUIPMENT,2.0,EACH,500.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09559,"TEST PILE, DYNAMIC, RESTRIKE",2.0,EACH,2650.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,5300.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09679,"CONICAL PILE TIP, 14 IN",50.0,EACH,300.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,15000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
701-09663,"PILE, STEEL PIPE, 0.312 IN, 14 IN",3036.0,L.F.,28.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,85008.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-51015,"CONCRETE, B, FOOTINGS",50.0,C.Y.,750.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,37500.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-51005,"CONCRETE, A, SUBSTRUCTURE",120.6,C.Y.,1250.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,150750.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-92857,"CONCRETE, C, SUBSTRUCTURE",32.0,C.Y.,1230.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,39360.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
702-51046,"CONCRETE, FOUNDATION SEAL",61.8,C.Y.,1500.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,92700.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
703-06028,REINFORCING BARS,17850.0,LBS,2.5,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,44625.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
703-06029,"REINFORCING BARS, EPOXY COATED",103422.0,LBS,1.9,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,196501.8,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
703-97936,"THREADED TIE BAR ASSEMBLY, EPOXY COATED",46.0,EACH,60.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,2760.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
704-51002,"CONCRETE, C, SUPERSTRUCTURE",218.5,C.Y.,1230.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,268755.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-06351,"CONCRETE BRIDGE RAILING TRANSITION, TPF-1",2.0,EACH,8500.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,17000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-06353,"CONCRETE BRIDGE RAILING TRANSITION, TPS-1",2.0,EACH,10000.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,20000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-09961,"RAILING, CONCRETE, PS-1",152.0,L.F.,225.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,34200.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-09962,"RAILING, CONCRETE, PF-1",152.0,L.F.,150.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,22800.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-11404,"RAILING, STEEL, PF-1",161.0,L.F.,170.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,27370.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
706-11418,"RAILING, STEEL, PS-1",161.0,L.F.,170.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,27370.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
709-51821,SURFACE SEAL,1.0,EACH,0.01,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,0.01,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
707-11494,"STRUCTURAL MEMBER, CONCRETE BOX BEAM, 21 IN. X 48 IN.",750.0,L.F.,603.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,452250.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-46005,"PIPE END SECTION, DIA 15""",2.0,EACH,850.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1700.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-46000,"PIPE END SECTION, DIA 12""",1.0,EACH,750.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,750.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-05407,"PIPE, END BENT DRAIN, 6 IN",112.0,L.F.,10.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1120.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-05169,"PIPE, TYPE 3 CIRCULAR 15 IN",72.0,L.F.,105.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,7560.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
715-05149,"PIPE, TYPE 2 CIRCULAR 12 IN",65.0,L.F.,75.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,4875.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
718-12308,"GEOTEXTILE FOR UNDERDRAIN, TYPE 2B",116.0,SYS,12.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1392.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
720-98174,"INLET, B15",1.0,EACH,6000.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,6000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
720-98555,"INLET, C15",1.0,EACH,6000.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,6000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-04308,ROAD CLOSURE SIGN ASSEMBLY,4.0,EACH,263.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1052.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-06625,DETOUR ROUTE MARKER ASSEMBLY,15.0,EACH,158.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,2370.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-06640,"CONSTRUCTION SIGN, A",10.0,EACH,201.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,2010.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-06775,MAINTAINING TRAFFIC,1.0,EACH,30000.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,30000.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-07118,"BARRICADE, III-A",48.0,L.F.,15.22,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,730.56,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
801-07119,"BARRICADE, III-B",48.0,L.F.,15.22,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,730.56,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
804-11921,"DELINEATOR POST, FLEXIBLE, TYPE II",10.0,EACH,145.0,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,1450.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
808-06714,"LINE, PAINT, SOLID, YELLOW, 4 IN",1300.0,L.F.,0.44,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,572.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
808-06713,"LINE, PAINT, SOLID, WHITE, 4 IN",1300.0,L.F.,0.44,02/15/2024,RIETH-RILEY CONSTRUCTION,B -42063-A,2673423.17,BRIDGE REPLACEMENT,"LAPORTE, PORTER",4,3,572.0,DUNNET BAY CONSTRUCTION COMPANY,RIETH-RILEY CONSTRUCTION,2830939.52,2974603.98,1802932,IN
201-52370,CLEARING RIGHT OF WAY,1.0,EACH,67000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,67000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
110-01001,MOBILIZATION AND DEMOBILIZATION,1.0,EACH,168000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,168000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-11362,"QUALITY ADJUSTMENTS, FAILURE TO MAINTAIN TEMPORARY EROSION AND SEDIMENT CONTROL MEASURES",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-09489,"PAYMENT ADJUSTMENT, PG ASPHALT BINDER",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08444,"QUALITY ADJUSTMENTS, FAILED MATERIALS",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08443,"QUALITY ADJUSTMENTS, TEMPORARY TRAFFIC CONTROL DEVICES",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08440,"QUALITY ADJUSTMENTS, HMA",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08359,LIQUIDATED DAMAGES,1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
105-06845,CONSTRUCTION ENGINEERING,1.0,EACH,35100.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,35100.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08360,CONTRACT LIENS,1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
207-09935,"SUBGRADE TREATMENT, TYPE IC",44.0,SYS,100.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,4400.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
